priority,sku,brand,name,presentation,category,required_view,current_image_status,current_rights_status,notes
"P0","coca-cola-original-2250ml","Coca-Cola","Coca-Cola Sabor Original","Botella PET · 2,25 L · Unidad","gaseosas","frente completo","rejected","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","coca-cola-sin-azucar-2250ml","Coca-Cola","Coca-Cola Sin Azúcar","Botella PET · 2,25 L · Unidad","gaseosas","frente completo","rejected","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","sprite-sin-azucar-600ml","Sprite","Sprite","Botella PET · 600 ml · Unidad","gaseosas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","fanta-naranja-2250ml","Fanta","Fanta Naranja","Botella PET · 2,25 L · Unidad","gaseosas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","pepsi-black-1500ml","Pepsi","Pepsi Black","Botella PET · 1,5 L · Unidad","gaseosas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","schweppes-tonica-354ml","Schweppes","Schweppes Tónica","Lata · 354 ml · Unidad","mixers","frente completo","rejected","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","schweppes-pomelo-sin-azucar-2250ml","Schweppes","Schweppes Pomelo","Botella PET · 2,25 L · Unidad","mixers","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","schweppes-ginger-ale-310ml","Schweppes","Schweppes Ginger Ale","Lata · 310 ml · Unidad","mixers","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","paso-de-los-toros-pomelo-1500ml","Paso de los Toros","Paso de los Toros Pomelo","Botella PET · 1,5 L · Unidad","mixers","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","paso-de-los-toros-tonica-1500ml","Paso de los Toros","Paso de los Toros Tónica","Botella PET · 1,5 L · Unidad","mixers","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","soda-ivess-1500ml","Ivess","Soda Ivess","Sifón · 1,5 L · Unidad","mixers","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","britvic-ginger-beer-200ml","Britvic","Britvic Ginger Beer","Botella · 200 ml · Unidad","mixers","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","villavicencio-sin-gas-500ml","Villavicencio","Villavicencio","Botella PET · 500 ml · Unidad","aguas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","eco-de-los-andes-sin-gas-2000ml","Eco de los Andes","Eco de los Andes","Botella PET · 2 L · Unidad","aguas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","glaciar-sin-gas-1500ml","Glaciar","Glaciar","Botella PET · 1,5 L · Unidad","aguas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","glaciar-con-gas-1500ml","Glaciar","Glaciar","Botella PET · 1,5 L · Unidad","aguas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","levite-manzana-2250ml","Levité","Levité","Botella PET · 2,25 L · Unidad","aguas-saborizadas","frente completo","rejected","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","aquarius-pera-2200ml","Aquarius","Aquarius","Botella PET · 2,2 L · Unidad","aguas-saborizadas","frente completo","rejected","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","h2oh-limon-1500ml","H2OH!","H2OH!","Botella PET · 1,5 L · Unidad","aguas-saborizadas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","red-bull-energy-drink-355ml","Red Bull","Red Bull Energy Drink","Lata · 355 ml · Unidad","energizantes","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","monster-mango-loco-473ml","Monster","Monster Mango Loco","Lata · 473 ml · Unidad","energizantes","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","monster-ultra-473ml","Monster","Monster Ultra","Lata · 473 ml · Unidad","energizantes","frente completo","rejected","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","speed-zero-473ml","Speed","Speed Zero","Lata · 473 ml · Unidad","energizantes","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","gatorade-zero-fresa-kiwi-400ml","Gatorade","Gatorade Zero","Botella PET · 400 ml · Unidad","isotonicas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","powerade-mountain-blast-995ml","Powerade","Powerade","Botella PET · 995 ml · Unidad","isotonicas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","brancamenta-450ml","Brancamenta","Brancamenta","Botella · 450 ml · Unidad","fernet","frente completo","rejected","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","buhero-negro-450ml","Buhero","Buhero Negro","Botella · 450 ml · Unidad","fernet","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","gancia-americano-950ml","Gancia","Gancia","Botella · 950 ml · Unidad","aperitivos","frente completo","rejected","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","cinzano-rosso-950ml","Cinzano","Cinzano Rosso","Botella · 950 ml · Unidad","aperitivos","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","campari-bitter-750ml","Campari","Campari Bitter","Botella · 750 ml · Unidad","aperitivos","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","aperol-750ml","Aperol","Aperol","Botella · 750 ml · Unidad","aperitivos","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","martini-bianco-1000ml","Martini","Martini Bianco","Botella · 1 L · Unidad","aperitivos","frente completo","rejected","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","quilmes-clasica-710ml","Quilmes","Quilmes Clásica","Lata · 710 ml · Unidad","cervezas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","patagonia-lager-del-sur-730ml","Patagonia","Patagonia Lager del Sur","Botella · 730 ml · Unidad","cervezas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","heineken-710ml","Heineken","Heineken","Lata · 710 ml · Unidad","cervezas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","stella-artois-sin-alcohol-330ml","Stella Artois","Stella Artois","Botella · 330 ml · Unidad","cervezas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","corona-extra-330ml","Corona","Corona Extra","Botella · 330 ml · Unidad","cervezas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","imperial-golden-473ml","Imperial","Imperial Golden","Lata · 473 ml · Unidad","cervezas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","brahma-chopp-1000ml","Brahma","Brahma Chopp","Botella retornable · 1 L · Unidad","cervezas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","amstel-lager-473ml","Amstel","Amstel Lager","Lata · 473 ml · Unidad","cervezas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","rutini-malbec-750ml","Rutini","Rutini Malbec","Botella · 750 ml · Unidad","vinos","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","trapiche-reserva-malbec-750ml","Trapiche","Trapiche Reserva Malbec","Botella · 750 ml · Unidad","vinos","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P2","fin-del-mundo-cabernet-franc-750ml","Fin del Mundo","Fin del Mundo","Botella · 750 ml · Unidad","vinos","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P1","chandon-delice-750ml","Chandon","Chandon Délice","Botella · 750 ml · Unidad","espumantes","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","tanqueray-dry-700ml","Tanqueray","Tanqueray Dry","Botella · 700 ml · Unidad","gin","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","bombay-sapphire-750ml","Bombay Sapphire","Bombay Sapphire","Botella · 750 ml · Unidad","gin","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","bosque-nativo-500ml","Bosque","Bosque Nativo","Botella · 500 ml · Unidad","gin","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","smirnoff-700ml","Smirnoff","Smirnoff","Botella · 700 ml · Unidad","vodka","frente completo","rejected","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","johnnie-walker-red-label-750ml","Johnnie Walker","Johnnie Walker Red Label","Botella · 750 ml · Unidad","whisky","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","hielo-cristal-4kg","Cristal","Hielo Cristal","Bolsa · 4 kg · Unidad","complementos","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","coca-cola-original-2250ml-local","Coca-Cola","Coca-Cola Sabor Original","Botella PET · 2,25 L · Unidad","gaseosas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","coca-cola-sin-azucar-2250ml-local","Coca-Cola","Coca-Cola Sin Azúcar","Botella PET · 2,25 L · Unidad","gaseosas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","sprite-sin-azucar-2250ml-local","Sprite","Sprite","Botella PET · 2,25 L · Unidad","gaseosas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","7up-original-2000ml-local","7UP","7UP","Botella PET · 2 L · Unidad","gaseosas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","bonaqua-sin-gas-2250ml-local","Bonaqua","Bonaqua","Botella PET · 2,25 L · Unidad","aguas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P1","manaos-lima-limon-2250ml-local","Manaos","Manaos","Botella PET · 2,25 L · Unidad","gaseosas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P1","manaos-naranja-2250ml-local","Manaos","Manaos","Botella PET · 2,25 L · Unidad","gaseosas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","pepsi-black-2250ml-local","Pepsi","Pepsi Black","Botella PET · 2,25 L · Unidad","gaseosas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","schweppes-tonica-354ml-local","Schweppes","Schweppes Tónica","Lata · 354 ml · Unidad","mixers","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","levite-manzana-2250ml-local","Levité","Levité","Botella PET · 2,25 L · Unidad","aguas-saborizadas","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","gancia-americano-950ml-local","Gancia","Gancia","Botella · 950 ml · Unidad","aperitivos","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","martini-bianco-1000ml-local","Martini","Martini Bianco","Botella · 1 L · Unidad","aperitivos","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","monster-ultra-473ml-local","Monster","Monster Ultra","Lata · 473 ml · Unidad","energizantes","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","fernet-branca-edicion-mundial-750ml","Fernet Branca","Fernet Branca Edición Mundial","Botella · 750 ml · Unidad","fernet","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P1","fernet-vittone-1000ml","Vittone","Fernet Vittone","Botella · 1 L · Unidad","fernet","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P0","budweiser-lata-473ml-pack-6-local","Budweiser","Budweiser","Lata · 473 ml · Pack x6","cervezas","frente del pack completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P1","alamos-malbec-750ml-local","Alamos","Alamos Malbec","Botella · 750 ml · Unidad","vinos","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P1","norton-malbec-750ml-local","Norton","Norton Malbec","Botella · 750 ml · Unidad","vinos","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P1","rutini-cabernet-malbec-750ml-local","Rutini","Rutini","Botella · 750 ml · Unidad","vinos","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
"P1","trumpeter-malbec-750ml-local","Trumpeter","Trumpeter Malbec","Botella · 750 ml · Unidad","vinos","frente completo","verified","pending_review","Fondo blanco mate; etiqueta, tapa/base completas; sin precio ni góndola."
